id,title,genres,original_language,popularity,release_date,budget,revenue,runtime,status,vote_average,vote_count,release_year,profit
21671,Vita & Virginia,Drama,en,7.841,2019-02-05,0,0,110.0,Released,6.9,164,2019,0
21673,R100,Comedy,ja,7.841,2013-05-10,5500000,0,100.0,Released,5.9,73,2013,-5500000
21677,Spanish Movie,Comedy,es,7.839,2009-03-12,33000000,6982465,83.0,Released,4.9,141,2009,-26017535
21681,Mucha Lucha: The Return of El Malefico,Adventure,en,7.837,2005-04-01,0,0,70.0,Released,7.0,63,2005,0
21684,Christmas Cupid,TV Movie,en,7.837,2010-12-12,0,0,85.0,Released,5.9,155,2010,0
21688,El analfabeto,Comedy,es,7.836,1961-07-09,0,0,128.0,Released,7.6,81,1961,0
21689,The Way of the Gun,Action,en,7.836,2000-08-09,8500000,19125401,119.0,Released,6.3,354,2000,10625401
21690,Be Afraid,Horror,en,7.835,2017-01-06,0,0,99.0,Released,6.1,102,2017,0
21691,Slackers,Comedy,en,7.835,2002-01-02,14000000,6413915,86.0,Released,5.165,161,2002,-7586085
21695,The Cleanse,Drama,en,7.834,2018-04-05,0,0,81.0,Released,5.0,79,2018,0
21697,Love Bite,Horror,en,7.833,2012-09-11,0,0,91.0,Released,5.5,80,2012,0
21702,AEW Fyter Fest,TV Movie,en,7.831,2020-01-07,0,0,240.0,Released,8.3,5,2020,0
21705,Kung Fu Master Named Drunk Cat,Comedy,cn,7.83,1978-07-12,0,0,84.0,Released,5.3,3,1978,0
21706,Ricky,Fantasy,fr,7.83,2009-11-02,0,0,90.0,Released,5.839,112,2009,0
21707,Visioneers,Comedy,en,7.83,2008-12-06,0,0,90.0,Released,5.8,79,2008,0
21708,American High School,Comedy,en,7.829,2009-07-04,0,0,86.0,Released,3.1,39,2009,0
21709,Catarina and the others,Drama,pt,7.829,2011-01-03,100,0,15.0,Released,4.5,83,2011,-100
21713,As You Are,Mystery,en,7.828,2016-08-12,0,0,110.0,Released,7.0,80,2016,0
21715,AWOL-72,Thriller,en,7.828,2015-07-08,3000000,0,79.0,Released,4.1,29,2015,-3000000
21716,"Take the Ball, Pass the Ball",Documentary,en,7.827,2018-07-11,750000,0,107.0,Released,7.9,72,2018,-750000
21717,X-Deal,Romance,tl,7.827,2011-07-09,0,0,90.0,Released,1.9,4,2011,0
21720,Il Sorpasso,Drama,it,7.827,1962-05-12,0,0,105.0,Released,8.235,612,1962,0
21723,The Serpent and the Rainbow,Horror,en,7.826,1988-05-02,7000000,19595031,98.0,Released,6.4,384,1988,12595031
21728,Healing Mate,Romance,ko,7.826,2014-01-11,0,0,108.0,Released,5.2,3,2014,0
21729,Elena,Documentary,pt,7.826,2013-11-04,0,0,82.0,Released,7.3,77,2013,0
21730,Mucize,Comedy,tr,7.826,2015-01-01,5000000,0,136.0,Released,7.2,86,2015,-5000000
21733,Back to 1942,War,zh,7.825,2012-01-11,0,311,145.0,Released,6.2,46,2012,311
21734,Emmanuelle 6,Drama,fr,7.825,1988-06-07,0,0,80.0,Released,4.25,20,1988,0
21737,Palthu Janwar,Drama,ml,7.825,2022-02-09,0,0,117.0,Released,9.8,2,2022,0
21738,George and A.J.,Animation,en,7.824,2009-10-11,0,0,4.0,Released,6.0,113,2009,0
21739,Lupin the Third: Napoleon's Dictionary,Animation,ja,7.824,1991-09-08,0,0,90.0,Released,6.7,24,1991,0
21741,A Simple Twist of Fate,Family,en,7.822,1994-02-09,0,0,106.0,Released,5.964,98,1994,0
21742,Ex 2: Still Friends,Comedy,it,7.821,2011-07-10,0,0,98.0,Released,5.5,247,2011,0
21746,Away from Her,Drama,en,7.819,2007-04-05,3000000,9194283,110.0,Released,7.1,174,2007,6194283
21749,The Sapphires,Comedy,en,7.819,2012-08-08,9000000,20400000,103.0,Released,6.9,176,2012,11400000
21750,The Real McCoy,Action,en,7.818,1993-10-09,0,6484246,100.0,Released,5.7,195,1993,6484246
21751,Dabangg,Action,hi,7.818,2010-10-09,9370000,0,130.0,Released,6.0,127,2010,-9370000
21752,The Hit,Drama,en,7.817,1984-12-09,0,876775,98.0,Released,6.4,151,1984,876775
21757,Zyuden Sentai Kyoryuger The Movie: The CHOMPACHOMP of Music!,Action,ja,7.816,2013-03-08,0,0,30.0,Released,4.0,6,2013,0
21772,In Safe Hands,Drama,fr,7.812,2018-05-12,0,0,112.0,Released,7.5,395,2018,0
21773,Sorority House Massacre,Horror,en,7.812,1986-01-10,0,0,74.0,Released,4.6,77,1986,0
21779,Ultimate Heist,Action,fr,7.81,2009-03-03,0,2322421,94.0,Released,5.4,80,2009,2322421
21785,The Dirties,Drama,en,7.809,2013-04-10,10000,0,83.0,Released,6.2,97,2013,-10000
21786,Shanghai Express,Adventure,en,7.808,1932-12-02,0,0,82.0,Released,6.914,146,1932,0
21787,As I Lay Dying,Drama,en,7.808,2013-09-10,0,0,110.0,Released,5.4,57,2013,0
21789,The Invisible Man Returns,Horror,en,7.808,1940-12-01,281743,0,81.0,Released,6.3,89,1940,-281743
21790,Love Taste like Chocolate,Comedy,es,7.808,2013-08-02,0,0,100.0,Released,7.3,48,2013,0
21791,The Best Summer of My Life,Comedy,es,7.808,2019-06-07,0,0,91.0,Released,5.9,67,2019,0
21792,"Justice, My Foot!",Comedy,cn,7.808,1992-02-07,0,0,102.0,Released,6.5,75,1992,0
21793,Paradise Lost: The Child Murders at Robin Hood Hills,Documentary,en,7.808,1996-03-12,0,0,150.0,Released,7.6,146,1996,0
21796,Red Stone,Thriller,en,7.806,2021-03-12,0,0,100.0,Released,6.1,15,2021,0
21804,Appetite for Love,Romance,en,7.804,2016-06-02,0,0,85.0,Released,5.8,66,2016,0
21806,Best Player,Comedy,en,7.803,2011-12-03,0,0,89.0,Released,6.4,149,2011,0
21811,Empire,Crime,en,7.803,2002-06-12,4000000,18591272,90.0,Released,6.083,84,2002,14591272
21814,The Jungle Book: Mowgli's Story,Family,en,7.801,1998-01-01,0,0,77.0,Released,5.9,49,1998,0
21815,Screwballs,Comedy,en,7.801,1983-01-04,800000,2082215,80.0,Released,5.2,81,1983,1282215
21816,Wedding Night,Comedy,es,7.801,2002-04-06,0,0,5.0,Released,4.6,5,2002,0
21822,A Royal Surprise,Romance,en,7.799,2022-12-03,0,0,105.0,Released,10.0,1,2022,0
21824,What Will People Say,Drama,no,7.798,2017-06-10,0,0,106.0,Released,7.4,166,2017,0
21825,Elevator,Thriller,en,7.798,2011-01-01,5000000,0,84.0,Released,5.1,105,2011,-5000000
21834,American Hangman,Thriller,en,7.795,2019-04-01,0,0,99.0,Released,6.1,120,2019,0
21835,Ninja Terminator,Action,en,7.795,1985-01-01,0,0,92.0,Released,6.1,29,1985,0
21837,Surveillance,Horror,en,7.795,2008-08-02,3500000,1138322,97.0,Released,5.9,255,2008,-2361678
21842,Moscow on the Hudson,Comedy,en,7.793,1984-04-06,0,25100000,115.0,Released,6.1,144,1984,25100000
21843,Wishing Stairs,Horror,ko,7.793,2003-01-08,125000,0,97.0,Released,6.2,82,2003,-125000
21850,The Swan Princess: Kingdom of Music,Family,en,7.79,2019-05-08,0,0,82.0,Released,6.6,13,2019,0
21852,Little Lips,Drama,it,7.79,1978-08-02,0,0,86.0,Released,5.3,18,1978,0
21854,Antarctica: A Year on Ice,Drama,en,7.79,2013-05-09,1000000,0,92.0,Released,7.18,64,2013,-1000000
21857,A Dream of Christmas,Drama,en,7.789,2016-03-12,0,0,84.0,Released,6.4,72,2016,0
21858,Devilish Education,Drama,pl,7.788,1995-11-01,0,0,29.0,Released,6.3,7,1995,0
21860,Arrivano i prof,Comedy,it,7.787,2018-01-05,0,0,97.0,Released,5.4,345,2018,0
21863,Cannibal Troll,Horror,en,7.787,2021-06-06,0,0,85.0,Released,6.0,60,2021,0
21866,Eternity,Drama,fr,7.785,2016-07-09,0,0,115.0,Released,5.8,92,2016,0
21868,Bomb Scared,Comedy,es,7.785,2017-08-12,0,0,89.0,Released,5.4,100,2017,0
21869,Roped,Drama,en,7.785,2020-02-05,0,0,90.0,Released,6.1,19,2020,0
21870,Trash Fire,Comedy,en,7.785,2016-03-11,0,0,91.0,Released,5.8,78,2016,0
21872,Affliction,Drama,en,7.784,1998-12-02,6000000,6330054,114.0,Released,6.4,212,1998,330054
21873,Pinocchio and the Emperor of the Night,Animation,en,7.784,1987-06-08,8000000,3261638,83.0,Released,5.5,21,1987,-4738362
21875,Scooby Goes Hollywood,Animation,en,7.784,1980-01-01,0,0,49.0,Released,7.7,116,1980,0
21876,Summer Storm,Comedy,de,7.784,2004-02-09,2700000,2085166,98.0,Released,6.7,169,2004,-614834
21882,Made in America,Comedy,en,7.783,1993-06-01,22000000,0,111.0,Released,5.5,293,1993,-22000000
21890,JFK Revisited: Through the Looking Glass,Documentary,en,7.78,2021-12-11,0,0,118.0,Released,6.9,37,2021,0
21894,Goats,Comedy,en,7.779,2012-10-08,3000000,0,92.0,Released,5.6,78,2012,-3000000
21902,Kinnerasani,Mystery,te,7.778,2022-10-06,0,0,129.0,Released,8.0,1,2022,0
21904,My Girlfriend Is an Agent,Action,ko,7.777,2009-04-04,0,0,113.0,Released,6.2,82,2009,0
21906,Testament,Drama,en,7.777,1983-04-11,1500000,2044892,90.0,Released,6.4,98,1983,544892
21914,Twin Sisters,Romance,nl,7.775,2002-12-12,0,0,137.0,Released,7.1,58,2002,0
21918,Adam Resurrected,Drama,en,7.774,2008-08-08,10000000,0,106.0,Released,6.2,75,2008,-10000000
21919,Second in Command,Action,en,7.774,2006-02-05,0,0,91.0,Released,5.7,128,2006,0
21926,Kill Theory,Horror,en,7.771,2009-07-10,6000000,397941,82.0,Released,5.3,105,2009,-5602059
21929,"Amori, letti e tradimenti",Comedy,it,7.77,1975-01-01,0,0,96.0,Released,4.5,1,1975,0
21936,Gettin' Wet on Wet with Deadpool 2,Comedy,en,7.769,2018-10-05,0,0,2.0,Released,6.3,3,2018,0
21937,It Had to Be You,Romance,en,7.768,2000-01-01,0,0,90.0,Released,6.2,17,2000,0
21938,Dirty Games,Romance,en,7.768,2022-06-02,0,0,86.0,Released,3.6,7,2022,0
21942,Stratton,Action,en,7.768,2017-06-07,0,0,94.0,Released,5.0,189,2017,0
21943,Wrecked,Mystery,en,7.767,2010-01-04,0,8020,86.0,Released,5.3,308,2010,8020
21946,Michael vs Jason: Evil Emerges,Horror,en,7.766,2019-05-04,0,0,29.0,Released,6.9,44,2019,0
21947,The Fog of War,Documentary,en,7.766,2003-09-12,0,0,107.0,Released,7.8,226,2003,0
21948,Braid,Thriller,en,7.766,2019-10-01,0,0,85.0,Released,5.9,124,2019,0
21953,Sacred Vow,Drama,en,7.764,2016-01-10,0,0,82.0,Released,8.0,2,2016,0
21967,Light of My Life,Science Fiction,en,7.762,2019-09-08,0,0,119.0,Released,6.5,449,2019,0
21968,The Offence,Crime,en,7.761,1973-11-01,0,0,112.0,Released,6.9,114,1973,0
21970,Toy Story at 20: To Infinity and Beyond,Documentary,en,7.761,2015-10-12,0,0,42.0,Released,7.5,11,2015,0
21973,I Am Not Your Negro,Documentary,en,7.758,2017-03-02,1000000,7123919,93.0,Released,7.8,396,2017,6123919
21974,Obvious Child,Comedy,en,7.758,2014-06-06,0,3123963,83.0,Released,6.5,379,2014,3123963
21976,Emanuelle in Bangkok,Drama,it,7.757,1976-06-05,0,0,87.0,Released,4.4,41,1976,0
21977,Iris,Documentary,en,7.757,2014-09-10,0,0,83.0,Released,7.4,95,2014,0
21978,The Space Between The Lines,Romance,de,7.757,2019-12-09,0,4846415,122.0,Released,6.6,42,2019,4846415
21979,Chup Chup Ke,Comedy,hi,7.757,2006-09-06,0,0,165.0,Released,6.1,63,2006,0
21981,Savva. Heart of the Warrior,Fantasy,ru,7.756,2015-12-11,30000000,0,85.0,Released,5.9,31,2015,-30000000
21984,BLACKPINK: Coachella,Music,en,7.755,2019-12-04,0,0,57.0,Released,9.6,11,2019,0
21988,American Shaolin,Action,en,7.755,1991-01-10,0,0,106.0,Released,5.5,36,1991,0
21992,A Day at the Races,Comedy,en,7.753,1937-11-06,0,0,111.0,Released,7.2,157,1937,0
21996,Biggie & Tupac,Music,en,7.751,2002-11-01,0,0,107.0,Released,6.4,63,2002,0
21999,Lady Gaga Presents: The Monster Ball Tour at Madison Square Garden,Music,en,7.751,2011-07-05,0,0,117.0,Released,8.57,79,2011,0
22000,The Curse of the Jade Scorpion,Comedy,en,7.751,2001-05-08,0,0,103.0,Released,6.582,669,2001,0
22002,Moonlight Mile,Romance,en,7.75,2002-09-09,21000000,10011050,117.0,Released,6.3,195,2002,-10988950
22003,Five Fingers,Drama,en,7.75,2006-01-05,0,0,87.0,Released,6.1,84,2006,0
22005,Ana,Drama,en,7.75,2020-03-01,0,0,105.0,Released,6.5,46,2020,0
22007,The Piper,Horror,ko,7.749,2015-09-07,0,0,107.0,Released,6.9,50,2015,0
22008,Daughter,Drama,en,7.748,2023-10-02,0,0,95.0,Released,2.0,1,2023,0
22010,A Promise,Drama,en,7.748,2013-04-09,0,0,94.0,Released,5.7,114,2013,0
22011,Elegy,Drama,en,7.748,2008-08-08,13000000,14894347,112.0,Released,6.3,223,2008,1894347
22012,Something to Talk About,Comedy,en,7.747,1995-04-08,0,50892160,106.0,Released,5.6,205,1995,50892160
22013,The Blood of Wolves,Crime,ja,7.747,2018-12-05,0,0,126.0,Released,6.4,15,2018,0
22017,Don Camillo: Monsignor,Comedy,it,7.746,1961-07-10,0,0,109.0,Released,6.876,141,1961,0
22019,Untold: Breaking Point,Documentary,en,7.746,2021-07-09,0,0,79.0,Released,7.7,36,2021,0
22025,High School Lover,Romance,en,7.745,2017-04-02,0,0,86.0,Released,6.2,27,2017,0
22026,The Misfortunates,Drama,nl,7.745,2009-07-10,0,0,108.0,Released,7.2,168,2009,0
22028,Ludwig,Drama,en,7.745,1973-07-03,0,0,238.0,Released,7.5,120,1973,0
22034,Eloise,Horror,en,7.743,2017-03-02,0,0,89.0,Released,5.2,186,2017,0
22036,Freakonomics,Documentary,en,7.742,2010-01-10,3000000,103735,93.0,Released,6.2,97,2010,-2896265
22039,Blood Beach,Science Fiction,en,7.741,1980-01-09,2000000,0,92.0,Released,4.5,56,1980,-2000000
22041,Albion: The Enchanted Stallion,Fantasy,en,7.741,2016-01-05,0,0,120.0,Released,5.9,79,2016,0
22042,Michael Jackson: Live in Bucharest - The Dangerous Tour,Music,en,7.741,1992-02-10,0,0,122.0,Released,8.6,87,1992,0
22052,Papergirl,Horror,en,7.739,2023-04-05,0,0,5.0,Released,0.0,0,2023,0
22054,633 Squadron,Drama,en,7.738,1964-06-04,0,0,102.0,Released,6.1,49,1964,0
22056,Earth: One Amazing Day,Documentary,en,7.736,2017-04-08,0,0,95.0,Released,7.8,167,2017,0
22057,"Happy New Year, Colin Burstead",Comedy,en,7.736,2018-11-10,0,0,95.0,Released,6.598,41,2018,0
22058,The Thief Lord,Adventure,en,7.735,2006-04-01,0,0,98.0,Released,5.9,159,2006,0
22061,Vampyr,Horror,de,7.734,1932-06-05,0,0,74.0,Released,7.322,416,1932,0
22066,Fireflies in the Garden,Drama,en,7.733,2008-07-08,0,0,108.0,Released,6.1,175,2008,0
22068,The Disappearance of Eleanor Rigby: Her,Drama,en,7.733,2014-10-10,0,103815,100.0,Released,6.8,185,2014,103815
22069,Captain Nova,Adventure,nl,7.733,2021-01-12,0,0,86.0,Released,6.0,66,2021,0
22071,Going Down in LA-LA Land,Drama,en,7.733,2011-01-05,0,0,104.0,Released,6.0,39,2011,0
22076,The Gospel According to St. Matthew,History,it,7.731,1965-03-03,0,0,137.0,Released,7.5,283,1965,0
22077,Lolita 2000,Science Fiction,en,7.731,1998-03-02,0,0,83.0,Released,4.7,14,1998,0
22079,Goldstone,Crime,en,7.731,2016-07-07,0,0,109.0,Released,6.1,94,2016,0
22080,Infestation,Action,en,7.73,2009-05-02,0,0,91.0,Released,6.0,172,2009,0
22082,Class of 1999,Science Fiction,en,7.729,1990-01-04,5200000,2459895,99.0,Released,6.1,183,1990,-2740105
22083,The Flame and the Arrow,Adventure,en,7.729,1950-07-07,0,0,88.0,Released,6.3,64,1950,0
22085,Feel The Noise,Romance,en,7.729,2007-05-10,0,0,86.0,Released,4.4,44,2007,0
22086,Far Beyond the Pasturelands,Documentary,fr,7.728,2023-05-01,0,0,84.0,Released,0.0,0,2023,0
22089,The Trap,Comedy,en,7.728,2019-01-04,0,0,90.0,Released,5.1,52,2019,0
22097,Cop and a Half: New Recruit,Crime,en,7.726,2017-01-08,0,0,97.0,Released,5.7,30,2017,0
22098,Vincent,Animation,en,7.726,1982-01-10,60000,0,7.0,Released,7.9,754,1982,-60000
22099,Atomic Twister,Action,en,7.726,2002-09-06,0,0,86.0,Released,6.5,25,2002,0
22100,Pigsty,Drama,it,7.725,1969-02-09,0,0,99.0,Released,7.2,125,1969,0
22101,The New King of Comedy,Comedy,zh,7.725,2019-05-02,0,0,91.0,Released,5.7,18,2019,0
22107,Where the Sidewalk Ends,Crime,en,7.723,1950-07-07,0,0,95.0,Released,7.2,138,1950,0
22109,Bob the Butler,Comedy,en,7.723,2005-10-03,0,0,90.0,Released,5.5,74,2005,0
22110,Infection,Horror,es,7.722,2019-11-08,0,0,95.0,Released,6.7,156,2019,0
22113,A Little Thing Called Love,Comedy,th,7.722,2010-12-08,0,0,118.0,Released,7.8,92,2010,0
22115,The Van,Comedy,en,7.72,1996-11-05,0,0,100.0,Released,6.4,53,1996,0
22117,The Tortoise and the Hare,Animation,en,7.718,1935-05-01,32671,0,9.0,Released,6.7,134,1935,-32671
22121,Cosmic Scrat-tastrophe,Science Fiction,en,7.718,2015-06-11,0,0,5.0,Released,6.7,104,2015,0
22123,Money Money Money,Adventure,fr,7.718,1972-04-05,0,0,120.0,Released,6.7,145,1972,0
22124,Close-Up,Crime,fa,7.718,1990-09-05,0,0,98.0,Released,7.916,279,1990,0
22130,The Hunting Party,Action,en,7.714,2007-03-09,0,7644409,101.0,Released,6.5,264,2007,7644409
22132,Silent Rage,Action,en,7.714,1982-02-04,4500000,10500000,103.0,Released,6.0,128,1982,6000000
22136,Love on the Slopes,TV Movie,en,7.712,2018-06-01,0,0,84.0,Released,6.5,58,2018,0
22140,The Circus,Comedy,en,7.711,1928-06-01,9000000,0,72.0,Released,8.0,651,1928,-9000000
22143,Gabbar Is Back,Drama,hi,7.71,2015-01-05,11000000,41000000,130.0,Released,7.2,89,2015,30000000
22147,Earthstorm,TV Movie,en,7.708,2006-12-06,0,0,90.0,Released,4.8,44,2006,0
22148,Fifty Dead Men Walking,Action,en,7.708,2008-10-09,0,0,117.0,Released,6.4,114,2008,0
22155,"Brother Sun, Sister Moon",War,it,7.707,1972-03-03,3000000,0,121.0,Released,7.0,102,1972,-3000000
22156,The Indian Tomb,Adventure,de,7.705,1959-05-03,0,0,97.0,Released,6.1,85,1959,0
22157,Heal the Living,Drama,fr,7.705,2016-01-11,10000000,3176,104.0,Released,6.4,190,2016,-9996824
22161,Dorami & Doraemons: Robot School's Seven Mysteries,Animation,ja,7.704,1996-02-03,0,0,31.0,Released,7.3,8,1996,0
22162,Backbeat,Drama,en,7.704,1994-01-04,0,0,100.0,Released,6.0,79,1994,0
22163,Yellowstone Romance,TV Movie,en,7.704,2022-08-05,0,0,84.0,Released,6.5,6,2022,0
22165,Boot Camp,Drama,en,7.703,2008-07-02,14000000,0,99.0,Released,5.9,170,2008,-14000000
22166,Tell Me About Yourself,Drama,es,7.703,2022-06-10,0,0,100.0,Released,7.5,8,2022,0
22168,Gertie the Dinosaur,Animation,en,7.703,1914-08-02,0,0,12.0,Released,6.6,122,1914,0
22169,Straight Talk,Comedy,en,7.703,1992-03-04,0,0,91.0,Released,6.1,58,1992,0
22173,The Shooting,Western,en,7.7,1966-02-06,75000,0,78.0,Released,6.5,83,1966,-75000
22174,El ministro y yo,Comedy,es,7.7,1977-01-01,0,0,109.0,Released,6.5,24,1977,0
22176,"One Sings, the Other Doesn't",Drama,fr,7.7,1977-09-03,0,0,120.0,Released,7.3,71,1977,0
22181,Rocket Singh: Salesman of the Year,Drama,hi,7.698,2009-11-12,1250000,0,156.0,Released,6.7,90,2009,-1250000
22182,Orlando,Drama,it,7.697,2022-01-12,0,0,122.0,Released,7.0,1,2022,0
22185,Wild Men,Comedy,da,7.696,2022-03-02,0,48389,101.0,Released,5.6,37,2022,48389
22187,A Field in England,Drama,en,7.696,2013-05-07,300000,600000,90.0,Released,6.3,206,2013,300000
22188,A Witches' Ball,Family,en,7.695,2017-06-05,0,0,90.0,Released,6.5,50,2017,0
22189,Holiday in the Sun,Adventure,en,7.695,2001-10-11,0,0,87.0,Released,6.0,168,2001,0
22192,Jonathan,Drama,en,7.694,2018-08-11,0,0,101.0,Released,5.9,157,2018,0
22193,Gaston Lagaffe,Comedy,fr,7.693,2018-04-04,0,0,82.0,Released,5.0,201,2018,0
22196,Sweet Dreams,Drama,it,7.692,2016-10-11,0,0,131.0,Released,6.6,186,2016,0
22197,Foo Fighters: Back and Forth,Documentary,en,7.692,2011-05-04,0,0,150.0,Released,7.6,81,2011,0
22201,Sorry if I Want to Marry You,Comedy,it,7.69,2010-12-02,0,0,106.0,Released,5.2,349,2010,0
22210,My Best Friend,Drama,es,7.686,2018-08-11,0,14193,91.0,Released,7.1,181,2018,14193
22214,The Trumpet Of The Swan,Family,en,7.685,2001-11-05,0,628387,75.0,Released,5.473,55,2001,628387
22215,The Drowning Pool,Crime,en,7.685,1975-01-07,0,0,108.0,Released,6.4,93,1975,0
22219,Holy Goalie,Comedy,es,7.684,2018-05-01,0,0,95.0,Released,5.6,145,2018,0
22222,We Are the Flesh,Drama,es,7.682,2016-02-02,0,0,79.0,Released,5.2,81,2016,0
22225,The Cousins,Drama,fr,7.68,1959-11-03,0,0,112.0,Released,6.6,65,1959,0
22231,Faults,Drama,en,7.679,2014-06-03,0,0,90.0,Released,6.7,187,2014,0
22235,The Skulls II,Action,en,7.678,2002-09-04,3800000,0,99.0,Released,4.7,62,2002,-3800000
22236,Detective Conan: The Scarlet Alibi,Animation,ja,7.678,2021-11-02,0,0,93.0,Released,5.9,12,2021,0
22240,To Love Too Much,Comedy,en,7.677,2002-07-06,0,0,93.0,Released,5.3,3,2002,0
22247,Sushi Girl,Thriller,en,7.674,2012-07-12,2000000,0,98.0,Released,5.7,88,2012,-2000000
22248,Sunday Bloody Sunday,Drama,en,7.674,1971-01-07,0,0,110.0,Released,6.6,93,1971,0
22249,The 24th Day,Drama,en,7.674,2004-06-05,0,0,96.0,Released,6.6,59,2004,0
22250,Nuns That Bite,Horror,ja,7.674,1977-08-04,0,0,69.0,Released,6.3,3,1977,0
22252,Twittering Birds Never Fly: Don't Stay Gold,Animation,ja,7.673,2021-01-03,0,0,24.0,Released,6.7,3,2021,0
22258,Waiting for Forever,Drama,en,7.671,2010-10-02,0,0,94.0,Released,6.0,246,2010,0
22263,Desperate Hours,Mystery,en,7.668,1990-05-10,18000000,2742912,105.0,Released,5.5,155,1990,-15257088
22264,Why We Fight,Documentary,en,7.668,2005-01-01,0,0,98.0,Released,7.6,95,2005,0
22267,Bee Season,Drama,en,7.667,2005-03-09,14000000,6856989,104.0,Released,5.2,76,2005,-7143011
22269,What?,Comedy,it,7.666,1972-07-12,0,0,114.0,Released,5.8,83,1972,0
22270,Why Do They Call It Love When They Mean Sex?,Comedy,es,7.666,1993-12-02,0,0,99.0,Released,6.0,21,1993,0
22271,My Afternoons with Margueritte,Drama,fr,7.666,2010-02-06,0,0,82.0,Released,6.9,201,2010,0
22272,The Bitter Tea of General Yen,Drama,en,7.666,1933-06-01,0,0,88.0,Released,6.2,63,1933,0
22277,Vanishing Time: A Boy Who Returned,Romance,ko,7.665,2016-10-11,0,0,129.0,Released,7.368,76,2016,0
22282,The Jews,Comedy,fr,7.664,2016-01-06,0,0,111.0,Released,4.3,173,2016,0
22286,The Distinguished Citizen,Comedy,es,7.664,2016-08-09,0,0,118.0,Released,7.3,215,2016,0
22287,I Sell the Dead,Comedy,en,7.663,2008-07-08,0,0,85.0,Released,6.1,130,2008,0
22291,Every Christmas Has a Story,TV Movie,en,7.663,2016-12-11,0,0,84.0,Released,5.3,63,2016,0
22292,Shakira In Concert: El Dorado World Tour,Music,en,7.663,2019-08-11,0,0,122.0,Released,8.4,81,2019,0
22293,The Orphan,Horror,en,7.662,1979-02-11,0,0,87.0,Released,3.1,8,1979,0
22297,The Traveler,Horror,en,7.662,2010-01-10,0,0,96.0,Released,5.3,91,2010,0
22299,Loose Cannons,Comedy,en,7.662,1990-09-02,1500000,5585154,94.0,Released,5.0,74,1990,4085154
22301,Welcome Aboard,Comedy,fr,7.661,2011-05-10,12000000,0,95.0,Released,5.5,478,2011,-12000000
22303,Cold Souls,Comedy,en,7.66,2009-07-08,0,1134837,101.0,Released,6.071,127,2009,1134837
22310,A Very Merry Mix-Up,TV Movie,en,7.657,2013-10-11,0,0,86.0,Released,6.0,65,2013,0
22311,Christmas in Mississippi,Romance,en,7.657,2017-09-12,0,0,93.0,Released,6.3,40,2017,0
22314,Gatao: The Last Stray,Crime,zh,7.656,2021-05-02,0,0,120.0,Released,5.1,8,2021,0
22316,A Christmas Kiss,TV Movie,en,7.655,2011-12-11,0,0,96.0,Released,6.2,160,2011,0
22320,One Deadly Summer,Mystery,fr,7.653,1983-11-05,0,0,130.0,Released,7.0,157,1983,0
22322,City Island,Drama,en,7.653,2009-06-03,6000000,7875862,104.0,Released,6.9,303,2009,1875862
22323,Szamanka,Drama,pl,7.653,1996-10-05,0,0,110.0,Released,6.4,44,1996,0
22325,Mr & Mme Adelman,Romance,fr,7.652,2017-08-03,0,0,120.0,Released,7.5,373,2017,0
22330,Two Much,Comedy,en,7.651,1995-01-12,24000000,1141556,118.0,Released,5.408,119,1995,-22858444
22334,Bunny Lake Is Missing,Drama,en,7.65,1965-03-10,0,0,107.0,Released,7.3,140,1965,0
22335,Under Capricorn,Crime,en,7.65,1949-08-09,2500000,1500000,118.0,Released,6.0,134,1949,-1000000
22336,Impy's Island,Animation,de,7.649,2006-02-08,0,0,87.0,Released,5.5,39,2006,0
22338,Sometimes They Come Back... Again,Horror,en,7.649,1996-03-09,3000000,0,98.0,Released,5.0,78,1996,-3000000
22341,Sands of Iwo Jima,War,en,7.647,1950-01-01,1000000,7800000,100.0,Released,6.4,101,1950,6800000
22342,Jolly LLB 2,Comedy,hi,7.647,2017-09-02,4480000,1632440,140.0,Released,7.1,100,2017,-2847560
22347,El Chicano,Drama,en,7.645,2019-03-05,0,1370000,148.0,Released,6.9,60,2019,1370000
22350,Come September,Comedy,en,7.645,1961-01-01,0,14170000,112.0,Released,7.0,63,1961,14170000
22352,Forty Shades of Blue,Drama,en,7.644,2005-07-12,1500000,0,108.0,Released,4.5,11,2005,-1500000
22354,The Swamp,Documentary,en,7.643,2020-04-08,0,0,114.0,Released,6.5,38,2020,0
22355,Gracie,Drama,en,7.643,2007-01-06,9000000,2955039,97.0,Released,6.3,74,2007,-6044961
22358,Sesame Street: Follow That Bird,Adventure,en,7.642,1985-02-08,0,0,88.0,Released,6.3,61,1985,0
22361,Magical Nights,Comedy,it,7.641,2018-08-11,0,0,120.0,Released,6.1,168,2018,0
22364,Shark in Venice,Horror,en,7.641,2008-06-10,0,0,88.0,Released,4.2,43,2008,0
22370,52 Pick-Up,Crime,en,7.64,1986-07-11,0,5186646,110.0,Released,6.0,82,1986,5186646
22372,Hurricane Bianca,Comedy,en,7.639,2016-03-06,0,0,84.0,Released,6.084,250,2016,0
22374,Bayou Caviar,Crime,en,7.639,2018-05-10,0,0,111.0,Released,4.6,25,2018,0
22378,Daddy,Drama,en,7.638,2015-12-09,0,0,89.0,Released,5.714,14,2015,0
